Accession,Description,GeneName,Peptides,PSMs,AAs,MW.kDA,pI,QuantifyingPSMs,T37,T40,T43,T46,T49,T52,T55,T58,T61,T64
B0AZT5,N-alpha-acetyltransferase 50 OS=Homo sapiens GN=NAA50 PE=2 SV=1,NAA50,9,55,95,10.898,8.44,1,0.999,1.403,1.008,1.129,0.973,0.689,0.304,0.143,0.138,0.149
B0QY89,Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens GN=EIF3EIP PE=4 SV=1,EIF3EIP,94,656,607,70.857,6.65,314,0.999,0.988,0.918,0.759,0.553,0.251,0.074,0.05,0.057,0.064
B0QY95,Mitochondrial dynamic protein MID51 OS=Homo sapiens GN=SMCR7L PE=4 SV=1,SMCR7L,14,26,478,53.298,9.16,12,0.999,0.991,0.92,0.784,0.527,0.316,0.148,0.118,0.114,0.103
B0QYL9,"DNA-directed RNA polymerases I, II, and III subunit RPABC2 OS=Homo sapiens GN=POLR2F PE=4 SV=1",POLR2F,2,4,158,17.563,4.44,4,0.999,1.003,0.988,1.009,0.773,0.639,0.524,0.453,0.348,0.349
B0QYN7,SUMO-conjugating enzyme UBC9 OS=Homo sapiens GN=UBE2I PE=3 SV=1,UBE2I,17,136,184,20.444,8.46,64,0.999,0.966,0.965,0.862,0.7,0.325,0.097,0.062,0.061,0.069
B0QYS7,Transcription factor EB OS=Homo sapiens GN=TFEB PE=2 SV=1,TFEB,1,1,562,61.994,6.16,1,0.999,0.983,0.938,0.839,0.753,0.599,0.314,0.193,0.198,0.189
B0QZ18,Copine-1 OS=Homo sapiens GN=CPNE1 PE=2 SV=1,CPNE1,49,271,542,59.68,6.04,128,0.999,0.98,0.986,0.89,0.68,0.302,0.112,0.076,0.069,0.071
B0QZ40,COMM domain containing 6 OS=Homo sapiens GN=COMMD6 PE=4 SV=1,COMMD6,5,11,100,11.644,9.61,5,0.999,0.989,0.96,0.799,0.617,0.355,0.19,0.119,0.11,0.097
B0YIW2,Apolipoprotein C-III OS=Homo sapiens GN=APOC3 PE=2 SV=1,APOC3,3,6,117,12.807,8.18,3,0.999,0.963,1.038,1.016,0.853,0.699,0.714,0.629,0.551,0.532
B0YIW6,"Archain 1, isoform CRA_a OS=Homo sapiens GN=ARCN1 PE=4 SV=1",ARCN1,44,229,552,61.587,5.85,111,0.999,1.025,0.996,0.918,0.629,0.303,0.108,0.073,0.078,0.079
B1AHC3,Protein PRR5-ARHGAP8 OS=Homo sapiens GN=PRR5-ARHGAP8 PE=2 SV=1,PRR5,6,11,564,64.453,9.58,5,0.999,1.033,0.858,0.719,0.553,0.329,0.204,0.133,0.128,0.119
B1AHC4,Protein PRR5-ARHGAP8 OS=Homo sapiens GN=ARHGAP8 PE=4 SV=1,ARHGAP8,3,5,643,72.766,9.45,2,0.999,0.913,0.798,0.579,0.523,0.379,0.244,0.263,0.218,0.129
B1AHL2,Fibulin-1 OS=Homo sapiens GN=FBLN1 PE=2 SV=1,FBLN1,3,6,721,78.277,5.39,3,0.999,0.973,0.995,0.909,0.916,0.692,0.478,0.369,0.334,0.296
B1AKJ5,Nardilysin OS=Homo sapiens GN=NRD1 PE=2 SV=1,NRD1,89,425,1219,139.325,5,201,0.999,0.968,0.989,0.884,0.593,0.224,0.093,0.068,0.07,0.082
B1AKZ5,Astrocytic phosphoprotein PEA-15 OS=Homo sapiens GN=PEA15 PE=2 SV=1,PEA15,23,89,108,12.523,5.17,34,0.999,0.968,0.983,0.894,0.633,0.349,0.229,0.18,0.175,0.161
B1ALK7,Rho guanine nucleotide exchange factor (GEF) 7 OS=Homo sapiens GN=ARHGEF7 PE=4 SV=1,ARHGEF7,21,49,705,79.782,6.67,17,0.999,1.133,1.038,0.824,0.433,0.229,0.099,0.098,0.103,0.084
B1ALM5,Transmembrane protein 9 OS=Homo sapiens GN=TMEM9 PE=2 SV=1,TMEM9,2,4,186,20.945,6.65,2,0.999,1.033,0.928,0.959,0.663,0.619,0.744,0.473,0.298,0.179
B1AM27,Protein unc-13 homolog B OS=Homo sapiens GN=UNC13B PE=4 SV=1,UNC13B,6,11,1622,184.23,6.01,5,0.999,1.067,0.884,0.743,0.493,0.327,0.196,0.153,0.144,0.123
B1AP13,Complement decay-accelerating factor OS=Homo sapiens GN=CD55 PE=2 SV=1,CD55,19,37,444,49.307,8.82,16,0.999,0.894,0.895,0.797,0.717,0.602,0.559,0.506,0.383,0.268
B1APN9,Liprin-alpha-4 OS=Homo sapiens GN=PPFIA4 PE=2 SV=2,PPFIA4,18,40,1186,133.958,6.24,11,0.999,1.053,0.969,0.795,0.482,0.301,0.173,0.123,0.105,0.108
B1AQP5,Death effector domain containing OS=Homo sapiens GN=DEDD PE=4 SV=1,DEDD,1,2,348,40.379,8.69,2,0.999,1.023,1.048,0.979,0.953,0.659,0.514,0.293,0.238,0.169
B2RTY4,Isoform 4 of Unconventional myosin-IXa OS=Homo sapiens GN=MYO9A,MYO9A,6,11,2619,300.245,8.75,2,0.999,1.073,0.868,0.649,0.453,0.289,0.134,0.113,0.088,0.129
B2RUZ4,Small integral membrane protein 1 OS=Homo sapiens GN=SMIM1 PE=1 SV=1,SMIM1,1,2,78,8.743,9.03,2,0.999,1.213,1.228,1.149,1.013,0.439,0.184,0.093,0.078,0.059
B3KS98,Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens GN=EIF3S3 PE=2 SV=1,EIF3S3,63,347,366,41.555,7.33,152,0.999,0.98,0.908,0.707,0.383,0.181,0.08,0.058,0.058,0.066
B3KSH1,Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens GN=EIF3F PE=2 SV=1,EIF3F,44,408,372,39.122,5.45,191,0.999,1.005,0.931,0.739,0.405,0.219,0.122,0.095,0.093,0.089
B3KSQ1,Very-long-chain enoyl-CoA reductase OS=Homo sapiens GN=TECR PE=2 SV=1,TECR,5,10,323,37.443,9.41,5,0.999,0.925,0.932,0.753,0.579,0.303,0.156,0.119,0.118,0.157
B3KTM8,Mortality factor 4-like protein 1 OS=Homo sapiens GN=MORF4L1 PE=2 SV=1,MORF4L1,9,21,348,40.004,9.11,6,0.999,0.933,0.788,0.659,0.343,0.129,0.034,0.033,0.038,0.059
B3KUE5,Phospholipid transfer protein OS=Homo sapiens GN=PLTP PE=2 SV=1,PLTP,1,2,513,56.598,6.64,1,0.999,1.203,1.038,0.929,0.693,0.529,0.414,0.343,0.278,0.229
B3KXW5,AP-1 complex subunit gamma-1 OS=Homo sapiens GN=AP1G1 PE=2 SV=1,AP1G1,85,345,845,94.08,7.05,148,0.999,0.981,0.959,0.804,0.461,0.221,0.119,0.08,0.082,0.089
B4DHX2,Cytosolic carboxypeptidase 1 OS=Homo sapiens GN=AGTPBP1 PE=2 SV=1,AGTPBP1,19,45,643,72.56,5.54,16,0.999,1.039,0.96,0.948,0.517,0.244,0.13,0.093,0.099,0.106
B4DIS3,"Dpy-30-like protein, isoform CRA_b OS=Homo sapiens GN=LOC84661 PE=2 SV=1",LOC84661,11,52,120,13.857,7.5,16,0.999,1.01,1.042,0.943,0.869,0.733,0.75,0.671,0.633,0.559
B4DJL6,cDNA FLJ55475 OS=Homo sapiens GN=VWA9 PE=2 SV=1,VWA9,20,45,554,61.306,5.15,23,0.999,0.98,0.892,0.79,0.518,0.219,0.12,0.078,0.081,0.092
B4DN88,"RNA-binding motif, single-stranded-interacting protein 1 OS=Homo sapiens GN=RBMS1 PE=2 SV=1",RBMS1,16,44,419,45.94,8.98,18,0.999,0.965,0.955,0.821,0.615,0.377,0.213,0.166,0.143,0.137
B4DNW0,Aminoacylase-1 OS=Homo sapiens GN=ACY1 PE=2 SV=1,ACY1,48,156,498,55.959,7.03,76,0.999,1.011,1.023,0.949,0.852,0.688,0.573,0.464,0.459,0.412
B4DQL0,Myotubularin-related protein 8 OS=Homo sapiens GN=MTMR8 PE=2 SV=1,MTMR8,1,2,693,77.254,7.34,1,0.999,1.093,0.958,0.889,0.433,0.259,0.164,0.103,0.098,0.099
B4DR52,Histone H2B OS=Homo sapiens GN=HIST2H2BF PE=2 SV=1,HIST2H2BF,33,555,166,18.03,10.32,38,0.999,0.872,0.804,0.708,0.51,0.319,0.178,0.129,0.071,0.087
B4DR61,Protein transport protein Sec61 subunit alpha isoform 1 OS=Homo sapiens GN=SEC61A1 PE=2 SV=1,SEC61A1,5,9,482,52.915,8.24,4,0.999,0.924,0.873,0.698,0.647,0.43,0.361,0.283,0.253,0.23
B4DR67,Dolichyl-phosphate beta-glucosyltransferase OS=Homo sapiens GN=ALG5 PE=2 SV=1,ALG5,1,2,230,25.349,9.06,1,0.999,0.903,0.718,0.679,0.423,0.199,0.114,0.083,0.068,0.089
B4DRL5,Engulfment and cell motility protein 2 OS=Homo sapiens GN=ELMO2 PE=2 SV=1,ELMO2,55,129,732,83.905,5.88,39,0.999,1.03,0.929,0.79,0.44,0.197,0.109,0.088,0.084,0.1
B4DRM7,Protein SIMC1 OS=Homo sapiens GN=SIMC1 PE=2 SV=1,SIMC1,2,4,611,66.852,6.73,2,0.999,1.013,0.868,0.629,0.563,0.359,0.194,0.163,0.138,0.149
B4DST5,Tyrosine-protein phosphatase non-receptor type 23 OS=Homo sapiens GN=PTPN23 PE=2 SV=1,PTPN23,45,97,1510,164.464,6.92,3,0.999,0.966,0.955,0.899,0.693,0.262,0.174,0.133,0.131,0.132
B4DUC8,S-methyl-5'-thioadenosine phosphorylase OS=Homo sapiens GN=MTAP PE=2 SV=1,MTAP,19,130,300,33.165,7.46,59,0.999,0.983,1.028,0.959,0.943,0.809,0.774,0.713,0.658,0.569
B4DUT8,Calponin-2 OS=Homo sapiens GN=CNN2 PE=2 SV=1,CNN2,29,94,330,35.92,7.3,30,0.999,1.004,0.968,0.818,0.474,0.214,0.135,0.101,0.108,0.112
B4DWF2,Zinc finger protein Helios OS=Homo sapiens GN=IKZF2 PE=2 SV=1,IKZF2,1,1,532,60.222,6.79,1,0.999,1.013,1.028,1.039,0.763,0.299,0.134,0.073,0.088,0.099
B4DWJ3,ELL-associated factor 2 OS=Homo sapiens GN=EAF2 PE=2 SV=1,EAF2,2,7,263,29.154,5.67,1,0.999,0.503,1.028,1.729,0.593,0.819,0.504,0.543,0.568,0.599
B4DWX7,Uncharacterized protein C6orf62 OS=Homo sapiens GN=C6orf62 PE=2 SV=1,C6orf62,1,2,171,20.256,6.87,2,0.999,1.573,2.248,1.729,2.533,2.809,2.064,0.793,2.688,1.069
B4DXD0,Translin-associated factor X-interacting protein 1 OS=Homo sapiens GN=TSNAXIP1 PE=2 SV=1,TSNAXIP1,3,4,712,82.908,5.24,2,0.999,0.913,1.013,0.924,0.898,0.714,0.719,0.623,0.528,0.259
B4DXP9,Alpha-centractin OS=Homo sapiens GN=ACTR1A PE=2 SV=1,ACTR1A,17,111,329,37.457,6.38,1,0.999,0.933,0.938,0.909,0.803,0.729,0.864,0.563,0.358,0.139
B4DY08,Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens GN=HNRNPC PE=2 SV=1,HNRNPC,44,257,288,31.952,8.72,76,0.999,0.947,0.795,0.607,0.365,0.161,0.088,0.06,0.061,0.063
B4DZ31,PCNA-interacting partner OS=Homo sapiens GN=PARPBP PE=2 SV=1,PARPBP,1,2,656,73.494,9.06,1,0.999,0.743,0.888,0.859,0.793,0.799,0.774,0.693,0.608,0.569
B4DZH6,Histone deacetylase 6 OS=Homo sapiens GN=HDAC6 PE=2 SV=1,HDAC6,26,82,1229,132.696,5.36,30,0.999,0.962,0.898,0.764,0.515,0.27,0.119,0.09,0.065,0.076
B4E0T2,Peroxisomal targeting signal 1 receptor OS=Homo sapiens GN=PEX5 PE=2 SV=1,PEX5,25,51,660,73.137,4.61,23,0.999,0.968,0.847,0.554,0.396,0.214,0.132,0.093,0.093,0.097
B4E0Y9,Serine/threonine-protein kinase MST4 OS=Homo sapiens GN=MST4 PE=2 SV=1,MST4,65,295,438,49.153,5.68,73,0.999,1.017,0.886,0.7,0.394,0.183,0.091,0.07,0.067,0.079
B4E1Z4,Complement factor B OS=Homo sapiens GN=CFB PE=2 SV=1,CFB,1,4,1266,140.853,7.18,1,0.999,0.943,0.888,0.799,0.423,0.089,0.094,0.053,0.068,0.089
B4E3T4,"HCG2043421, isoform CRA_c OS=Homo sapiens GN=RBPMS PE=2 SV=1",RBPMS,5,10,224,24.982,9.23,5,0.999,0.971,0.84,0.709,0.525,0.317,0.234,0.199,0.202,0.217
B5MBW9,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial OS=Homo sapiens GN=CHCHD10 PE=2 SV=1",CHCHD10,8,36,149,14.922,7.84,18,0.999,0.984,1.043,0.968,0.842,0.606,0.46,0.38,0.34,0.292
B5MBX0,Sororin OS=Homo sapiens GN=CDCA5 PE=4 SV=1,CDCA5,5,12,307,33.713,9.64,5,0.999,0.915,0.938,0.797,0.683,0.473,0.36,0.279,0.286,0.253
B5MBZ8,Protein phosphatase 1 regulatory subunit 7 OS=Homo sapiens GN=PPP1R7 PE=4 SV=1,PPP1R7,16,84,274,31.338,4.63,10,0.999,0.953,0.958,0.929,1.373,1.269,0.574,0.113,0.108,0.119
B5MC82,D-dopachrome decarboxylase OS=Homo sapiens GN=DDT PE=4 SV=2,DDT,7,23,166,17.707,8.69,13,0.999,0.901,0.976,0.865,0.899,0.79,0.793,0.884,1.005,1.089
B5MCA1,Coiled-coil domain-containing protein 104 OS=Homo sapiens GN=CCDC104 PE=4 SV=1,CCDC104,9,24,313,36.115,4.87,10,0.999,0.983,0.918,0.659,0.443,0.269,0.174,0.133,0.118,0.109
B5MCG9,R3H domain-containing protein 2 OS=Homo sapiens GN=R3HDM2 PE=4 SV=2,R3HDM2,3,6,1010,110.571,8.81,3,0.999,0.963,0.978,0.829,0.583,0.349,0.154,0.133,0.078,0.109
B5MCP4,Uncharacterized protein C6orf1 OS=Homo sapiens GN=LBH PE=2 SV=1,LBH,5,12,111,12.577,4.41,6,0.999,1.153,1.161,1.081,0.978,0.711,0.524,0.443,0.33,0.254
B5MCU0,R3H domain-containing protein 2 OS=Homo sapiens GN=R3HDM2 PE=2 SV=1,R3HDM2,8,17,990,108.798,8.65,5,0.999,1.019,0.924,0.747,0.475,0.253,0.136,0.089,0.092,0.089
B5MCX3,Septin-2 OS=Homo sapiens GN=SEPT2 PE=3 SV=1,2-Sep,91,925,321,36.917,6.18,443,0.999,0.988,1.018,0.971,0.908,0.756,0.622,0.448,0.348,0.182
B5MDF5,GTP-binding nuclear protein Ran OS=Homo sapiens GN=RAN PE=4 SV=1,RAN,48,1272,233,26.207,7.01,630,0.999,0.983,0.994,0.933,0.864,0.723,0.594,0.379,0.152,0.081
B5MDU6,UPF0554 protein C2orf43 OS=Homo sapiens GN=C2orf43 PE=4 SV=1,C2orf43,1,2,370,42.641,6.93,1,0.999,0.993,0.828,0.949,0.703,0.529,0.244,0.203,0.148,0.179
B5ME19,Eukaryotic translation initiation factor 3 subunit C-like protein OS=Homo sapiens GN=EIF3CL PE=2 SV=1,EIF3CL,30,160,914,105.407,5.64,75,0.999,0.993,0.928,0.699,0.383,0.199,0.094,0.093,0.098,0.089
B5ME49,Mucin-16 OS=Homo sapiens GN=MUC16 PE=4 SV=2,MUC16,2,2,14507,1518.242,5.26,1,0.999,0.983,1.008,1.079,0.843,0.709,0.544,0.303,0.168,0.139
B5ME97,"Septin 10, isoform CRA_c OS=Homo sapiens GN=SEPT10 PE=2 SV=2",10-Sep,36,146,544,62.905,6.83,30,0.999,0.983,1.012,0.958,0.878,0.65,0.345,0.12,0.071,0.085
B6SEH9,HERV-V_19q13.41 provirus ancestral Env polyprotein 2 OS=Homo sapiens GN=ERVV-2 PE=2 SV=1,ERVV,1,2,535,59.279,8.53,1,0.999,1.073,1.268,1.119,1.103,0.919,0.754,0.623,0.448,0.419
B7WNH4,Small integral membrane protein 7 OS=Homo sapiens GN=SMIM7 PE=2 SV=2,SMIM7,2,2,103,11.792,8.79,2,0.999,0.993,0.918,0.864,0.633,0.474,0.379,0.268,0.253,0.259
B7WPE2,"Echinoderm microtubule associated protein like 3, isoform CRA_e OS=Homo sapiens GN=EML3 PE=4 SV=1",EML3,23,47,897,95.225,7.12,22,0.999,0.989,1.016,0.894,0.677,0.38,0.204,0.147,0.151,0.115
B7WPL0,Synembryn-B OS=Homo sapiens GN=RIC8B PE=4 SV=1,RIC8B,6,12,560,63.454,5.41,6,0.999,0.998,0.853,0.634,0.423,0.194,0.104,0.103,0.073,0.099
B7Z1P2,F-box only protein 44 OS=Homo sapiens GN=FBXO44 PE=2 SV=1,FBXO44,1,2,256,28.866,8.41,1,0.999,1.023,0.988,0.839,0.423,0.259,0.124,0.053,0.108,0.129
B7Z2A4,Receptor-type tyrosine-protein phosphatase alpha OS=Homo sapiens GN=PTPRA PE=2 SV=1,PTPRA,25,52,813,91.863,6.55,18,0.999,0.981,1.011,0.949,0.668,0.326,0.187,0.128,0.113,0.104
B7Z4W5,"Cysteine conjugate-beta lyase cytoplasmic (Glutamine transaminase K, kyneurenine aminotransferase), isoform CRA_b OS=Homo sapiens GN=CCBL1 PE=2 SV=1",CCBL1,16,50,516,57.631,7.43,15,0.999,0.991,1.007,0.97,0.873,0.678,0.537,0.412,0.303,0.205
B7Z596,Tropomyosin alpha-1 chain OS=Homo sapiens GN=TPM1 PE=2 SV=1,TPM1,27,258,275,31.733,4.89,1,0.999,1.053,0.998,0.809,0.743,0.459,0.334,0.223,0.158,0.139
B7Z5R0,KRAB domain-containing protein ZNF747 OS=Homo sapiens GN=ZNF747 PE=2 SV=1,ZNF747,2,4,330,36.376,9.2,2,0.999,0.953,0.868,0.649,0.443,0.319,0.194,0.133,0.108,0.139
B7Z5W1,Junctional adhesion molecule A OS=Homo sapiens GN=F11R PE=2 SV=1,F11R,17,36,303,32.838,8.85,17,0.999,1.026,1.026,0.98,0.95,1.053,1.353,1.586,1.251,0.722
B7Z683,Active breakpoint cluster region-related protein OS=Homo sapiens GN=ABR PE=2 SV=1,ABR,29,55,641,73.47,7.68,19,0.999,1.028,0.867,0.608,0.332,0.175,0.081,0.065,0.071,0.086
B7Z6Q2,Zinc finger protein 346 OS=Homo sapiens GN=ZNF346 PE=2 SV=1,ZNF346,4,7,135,15.042,8.18,1,0.999,1.043,0.998,0.969,0.833,0.709,0.604,0.533,0.328,0.239
B7Z765,Dermatan-sulfate epimerase OS=Homo sapiens GN=DSE PE=2 SV=1,DSE,4,13,977,111.753,7.75,6,0.999,0.951,0.988,0.941,0.973,0.911,0.789,0.455,0.2,0.134
B7Z7F3,Ran-binding protein 3 OS=Homo sapiens GN=RANBP3 PE=2 SV=1,RANBP3,49,340,494,52.863,4.83,6,0.999,0.953,1.033,0.969,0.928,0.759,0.679,0.513,0.283,0.159
B7Z831,G-protein-coupled receptor family C group 5 member B OS=Homo sapiens GN=GPRC5B PE=2 SV=1,GPRC5B,1,2,429,47.664,8.53,1,0.999,1.353,1.178,1.339,1.163,1.429,1.824,1.833,0.738,0.409
B7Z9C2,Nucleosome assembly protein 1-like 1 OS=Homo sapiens GN=NAP1L1 PE=2 SV=1,NAP1L1,47,940,349,40.487,4.58,17,0.999,0.974,0.977,0.895,0.683,0.388,0.208,0.163,0.147,0.142
B7ZAV2,Nuclear pore complex protein Nup214 OS=Homo sapiens GN=NUP214 PE=2 SV=1,NUP214,6,12,916,87.92,6.8,5,0.999,1.103,1.088,0.969,0.603,0.359,0.244,0.173,0.148,0.119
B7ZB78,Ras-related protein Rap-1b OS=Homo sapiens GN=RAP1B PE=2 SV=1,RAP1B,5,13,118,13.502,8.6,3,0.999,1.053,1.138,0.909,0.883,0.669,0.644,0.633,0.478,0.379
B7ZC38,Endophilin-B2 OS=Homo sapiens GN=SH3GLB2 PE=2 SV=1,SH3GLB2,39,105,400,44.334,5.82,42,0.999,1.03,1.005,0.879,0.467,0.236,0.124,0.099,0.103,0.097
B8ZZ87,Mitotic-spindle organizing protein 2B OS=Homo sapiens GN=MZT2B PE=2 SV=1,MZT2B,14,35,218,22.268,10.15,5,0.999,1.02,1.045,0.932,0.729,0.525,0.394,0.28,0.238,0.205
B8ZZD4,Tax1-binding protein 1 OS=Homo sapiens GN=TAX1BP1 PE=4 SV=1,TAX1BP1,20,41,813,93.551,5.44,14,0.999,1.008,1.003,0.821,0.557,0.265,0.169,0.118,0.106,0.122
B8ZZN6,Small ubiquitin-related modifier 1 OS=Homo sapiens GN=SUMO1 PE=2 SV=1,SUMO1,30,277,146,16.634,6.2,137,0.999,0.958,0.942,0.76,0.527,0.356,0.275,0.249,0.227,0.221
B9EGE7,ZNF507 protein OS=Homo sapiens GN=ZNF507 PE=2 SV=1,ZNF507,3,7,957,106.261,5.77,2,0.999,0.963,0.888,0.609,0.403,0.299,0.154,0.123,0.108,0.119
C1IDX9,"ATG12 autophagy related 12 homolog (S. cerevisiae), isoform CRA_b OS=Homo sapiens GN=ATG12 PE=2 SV=1",ATG12,9,23,187,20.619,8.54,10,0.999,1.022,0.978,0.876,0.69,0.507,0.231,0.092,0.087,0.084
C9IZQ1,Translocon-associated protein subunit alpha OS=Homo sapiens GN=SSR1 PE=2 SV=1,SSR1,7,14,298,33.866,4.69,7,0.999,0.898,0.935,0.801,0.747,0.551,0.476,0.407,0.334,0.285
C9J0Q2,Uncharacterized protein KIAA0825 OS=Homo sapiens GN=KIAA0825 PE=4 SV=2,KIAA0825,1,1,1275,147.64,6.61,1,0.999,0.903,1.018,1.089,0.853,0.609,0.614,0.533,0.418,0.169
C9J406,Mitochondrial inner membrane protein OS=Homo sapiens GN=IMMT PE=2 SV=1,IMMT,12,28,659,73.209,6.07,2,0.999,1.073,1.058,1.059,0.923,1.199,1.294,1.153,0.668,0.309
C9JA08,60S ribosomal export protein NMD3 OS=Homo sapiens GN=NMD3 PE=4 SV=1,NMD3,51,138,529,60.087,6.62,69,0.999,1.012,0.954,0.863,0.563,0.317,0.164,0.088,0.078,0.077
C9JAK5,ADP-ribosylation factor 4 OS=Homo sapiens GN=ARF4 PE=3 SV=1,ARF4,23,182,153,17.688,6.15,66,0.999,1.002,0.998,0.912,0.699,0.361,0.147,0.082,0.074,0.079
C9JC87,AP-4 complex subunit mu-1 OS=Homo sapiens GN=AP4M1 PE=4 SV=1,AP4M1,4,7,460,50.659,7.64,4,0.999,1.018,0.841,0.726,0.453,0.311,0.182,0.14,0.12,0.114
C9JCC6,Dr1-associated corepressor OS=Homo sapiens GN=DRAP1 PE=2 SV=1,DRAP1,22,101,212,23.19,5.27,50,0.999,1.052,1.023,0.961,0.785,0.611,0.434,0.292,0.201,0.164
C9JEH3,Angio-associated migratory cell protein OS=Homo sapiens GN=AAMP PE=2 SV=1,AAMP,49,242,435,46.792,4.42,116,0.999,0.953,0.961,0.882,0.768,0.563,0.466,0.298,0.14,0.099
C9JEJ2,Choline-phosphate cytidylyltransferase A OS=Homo sapiens GN=PCYT1A PE=4 SV=1,PCYT1A,21,50,380,43.237,8.5,23,0.999,1.023,0.925,0.915,0.628,0.395,0.214,0.156,0.13,0.117
C9JIF9,Acylamino-acid-releasing enzyme OS=Homo sapiens GN=APEH PE=4 SV=1,APEH,84,480,737,81.622,5.54,225,0.999,0.964,0.99,0.952,0.903,0.741,0.684,0.616,0.504,0.314
C9JJ19,"28S ribosomal protein S34, mitochondrial OS=Homo sapiens GN=MRPS34 PE=2 SV=2",MRPS34,34,125,225,26.316,9.89,60,0.999,0.996,0.949,0.813,0.563,0.244,0.112,0.094,0.081,0.093
C9JJN9,Vacuolar protein sorting-associated protein 8 homolog OS=Homo sapiens GN=VPS8 PE=4 SV=1,VPS8,33,68,1428,161.698,5.67,29,0.999,0.99,0.959,0.783,0.45,0.24,0.121,0.084,0.089,0.092
C9JKR2,"Albumin, isoform CRA_k OS=Homo sapiens GN=ALB PE=2 SV=1",ALB,6,78,417,47.257,6.35,37,0.999,0.963,0.978,0.939,0.893,0.759,0.734,0.623,0.468,0.289
C9JME2,"FERM, RhoGEF and pleckstrin domain-containing protein 1 OS=Homo sapiens GN=FARP1 PE=4 SV=2",FARP1,7,11,1076,122.019,8.48,5,0.999,0.933,0.886,0.797,0.569,0.329,0.184,0.157,0.124,0.113
C9JNU6,"HIG1 domain family member 1A, mitochondrial OS=Homo sapiens GN=HIGD1A PE=2 SV=1",HIGD1A,3,3,96,10.395,9.92,3,0.999,0.976,1.135,1.079,1.01,0.615,0.651,0.576,0.561,0.506
C9JNU9,Ubiquitin carboxyl-terminal hydrolase 4 OS=Homo sapiens GN=USP4 PE=4 SV=1,USP4,21,45,363,41.792,5.55,19,0.999,0.973,0.84,0.702,0.573,0.372,0.259,0.217,0.191,0.178
C9JNZ5,Biorientation of chromosomes in cell division protein 1 OS=Homo sapiens GN=BOD1 PE=2 SV=1,BOD1,10,32,85,8.013,4.64,16,0.999,0.978,1.006,0.921,0.801,0.634,0.649,0.528,0.418,0.344
C9JR56,DNA-binding protein SATB2 OS=Homo sapiens GN=SATB2 PE=3 SV=1,SATB2,5,9,674,75.988,7.5,2,0.999,0.973,0.908,0.869,0.593,0.349,0.184,0.123,0.098,0.099
C9JRZ6,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 3, mitochondrial OS=Homo sapiens GN=CHCHD3 PE=4 SV=1",CHCHD3,24,57,232,26.678,8.47,28,0.999,0.959,1.037,1.049,1.15,1.441,1.736,1.254,0.541,0.315
C9JRZ8,Aldo-keto reductase family 1 member B15 OS=Homo sapiens GN=AKR1B15 PE=2 SV=1,AKR1B15,8,79,344,39.435,6.47,8,0.999,0.952,0.941,0.878,0.763,0.561,0.306,0.149,0.129,0.102
C9JT67,Coiled-coil domain-containing protein 144A OS=Homo sapiens GN=CCDC144A PE=4 SV=1,CCDC144A,3,8,1425,165.016,5.38,1,0.999,1.063,1.018,1.149,1.033,0.919,0.794,0.773,0.458,0.269
C9JXA7,Ragulator complex protein LAMTOR4 OS=Homo sapiens GN=LAMTOR4 PE=2 SV=1,LAMTOR4,3,7,137,14.282,7.36,3,0.999,0.956,0.891,0.772,0.61,0.425,0.341,0.273,0.181,0.132
C9JYE9,Transcription factor E2F5 OS=Homo sapiens GN=E2F5 PE=3 SV=1,E2F5,13,27,347,37.688,5.1,8,0.999,1.012,0.927,0.734,0.515,0.346,0.205,0.173,0.173,0.165
C9JYJ0,DNA repair protein RAD51 homolog 2 OS=Homo sapiens GN=RAD51B PE=4 SV=1,RAD51B,7,14,425,46.516,6.77,7,0.999,0.962,0.938,0.842,0.627,0.31,0.161,0.124,0.105,0.11
C9K0J5,"Ras association (RalGDS/AF-6) and pleckstrin homology domains 1, isoform CRA_b OS=Homo sapiens GN=RAPH1 PE=2 SV=1",RAPH1,35,76,1302,141.091,8.9,16,0.999,1.024,1.054,0.965,0.701,0.467,0.259,0.175,0.155,0.145
D2X2H5,Neuroligin 1 OS=Homo sapiens GN=nlgn1 PE=2 SV=1,nlgn1,1,2,863,96.307,6.39,1,0.999,0.783,0.878,0.839,0.723,0.449,0.314,0.213,0.178,0.169
D3DX46,MAGUK p55 subfamily member 3 OS=Homo sapiens GN=MPP3 PE=4 SV=1,MPP3,1,2,610,68.846,6.81,2,0.999,1.043,1.118,0.929,0.893,0.689,0.494,0.413,0.348,0.199
D4PHA4,"GC-rich promoter binding protein 1, isoform CRA_c OS=Homo sapiens GN=GPBP1 PE=4 SV=1",GPBP1,20,44,493,55.492,7.47,21,0.999,1.029,0.991,0.876,0.806,0.653,0.641,0.5,0.359,0.322
D6R9V8,Protein CDV3 homolog OS=Homo sapiens GN=CDV3 PE=2 SV=1,CDV3,15,171,156,17.298,5.95,2,0.999,1.043,1.008,1.004,1.368,1.444,1.849,2.418,2.463,1.949
