Accession,Description,GeneName,Peptides,PSMs,AAs,MW.kDA,pI,QuantifyingPSMs,T37,T40,T43,T46,T49,T52,T55,T58,T61,T64
B0QZ40,COMM domain containing 6 OS=Homo sapiens GN=COMMD6 PE=4 SV=1,COMMD6,3,6,100,11.644,9.61,3,0.992,0.996,0.893,0.847,0.593,0.368,0.255,0.234,0.189,0.132
B0UXQ0,"HLA class I histocompatibility antigen, A-68 alpha chain OS=Homo sapiens GN=HLA-A PE=3 SV=1",HLA,11,24,365,40.815,6.73,8,0.992,0.976,1.148,0.937,0.838,0.733,0.62,0.569,0.294,0.357
B0YIW6,"Archain 1, isoform CRA_a OS=Homo sapiens GN=ARCN1 PE=4 SV=1",ARCN1,38,175,552,61.587,5.85,83,0.992,0.981,0.867,0.759,0.566,0.308,0.179,0.118,0.111,0.082
B1AHC3,Protein PRR5-ARHGAP8 OS=Homo sapiens GN=PRR5-ARHGAP8 PE=2 SV=1,PRR5,3,5,564,64.453,9.58,3,0.992,0.886,0.653,0.597,0.423,0.328,0.235,0.194,0.149,0.142
B1AHL2,Fibulin-1 OS=Homo sapiens GN=FBLN1 PE=2 SV=1,FBLN1,1,2,721,78.277,5.39,1,0.992,1.096,0.943,0.877,0.853,0.698,0.535,0.334,0.309,0.292
B1AJZ9,Isoform 3 of Forkhead-associated domain-containing protein 1 OS=Homo sapiens GN=FHAD1,FHAD1,1,2,1453,166.197,7.21,1,0.992,1.526,1.163,1.847,3.303,3.388,5.045,0.994,5.969,1.722
B1AK44,MAD2 mitotic arrest deficient-like 2 (Yeast) OS=Homo sapiens GN=MAD2L2 PE=4 SV=1,MAD2L2,2,4,224,25.676,6.84,2,0.992,0.881,0.608,0.542,0.418,0.293,0.22,0.149,0.129,0.077
B1AK53,Espin OS=Homo sapiens GN=ESPN PE=1 SV=1,ESPN,32,64,854,91.675,6.93,28,0.992,0.972,0.952,0.884,0.828,0.758,0.72,0.606,0.485,0.562
B1AKJ5,Nardilysin OS=Homo sapiens GN=NRD1 PE=2 SV=1,NRD1,85,343,1219,139.325,5,159,0.992,0.964,0.956,0.836,0.552,0.281,0.169,0.121,0.11,0.081
B1AKR6,Dynein light chain roadblock-type 1 OS=Homo sapiens GN=DYNLRB1 PE=4 SV=1,DYNLRB1,4,14,148,16.242,7.02,6,0.992,0.926,0.953,0.917,0.823,0.658,0.615,0.534,0.379,0.362
B1AKZ5,Astrocytic phosphoprotein PEA-15 OS=Homo sapiens GN=PEA15 PE=2 SV=1,PEA15,5,18,108,12.523,5.17,6,0.992,0.976,0.993,0.807,0.533,0.348,0.275,0.184,0.159,0.132
B1AL46,NUT family member 2E OS=Homo sapiens GN=NUTM2E PE=2 SV=3,NUTM2E,1,1,878,93.919,7.75,1,0.992,1.156,1.503,1.457,1.773,2.158,1.285,0.734,0.979,0.892
B1AM27,Protein unc-13 homolog B OS=Homo sapiens GN=UNC13B PE=4 SV=1,UNC13B,1,2,1622,184.23,6.01,1,0.992,1.016,0.903,0.727,0.543,0.418,0.315,0.214,0.169,0.142
B1AP13,Complement decay-accelerating factor OS=Homo sapiens GN=CD55 PE=2 SV=1,CD55,6,12,444,49.307,8.82,5,0.992,0.982,1.029,0.825,0.735,0.6,0.505,0.45,0.227,0.252
B1APN9,Liprin-alpha-4 OS=Homo sapiens GN=PPFIA4 PE=2 SV=2,PPFIA4,6,14,1186,133.958,6.24,6,0.992,1.069,0.816,0.703,0.516,0.354,0.279,0.204,0.159,0.128
B1AQP5,Death effector domain containing OS=Homo sapiens GN=DEDD PE=4 SV=1,DEDD,1,2,348,40.379,8.69,2,0.992,1.026,0.993,0.997,0.833,0.808,0.695,0.554,0.219,0.162
B2RTY4,Isoform 4 of Unconventional myosin-IXa OS=Homo sapiens GN=MYO9A,MYO9A,3,4,2619,300.245,8.75,1,0.992,0.916,0.993,0.947,0.883,0.818,0.705,0.724,0.409,0.572
B3EWG5,Protein FAM25C OS=Homo sapiens GN=FAM25C PE=2 SV=1,FAM25C,2,4,89,9.314,6.15,2,0.992,1.106,1.053,0.927,0.763,0.698,0.535,0.434,0.339,0.282
B3KS98,Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens GN=EIF3S3 PE=2 SV=1,EIF3S3,54,238,366,41.555,7.33,108,0.992,0.993,0.932,0.588,0.332,0.192,0.137,0.089,0.099,0.067
B3KSH1,Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens GN=EIF3F PE=2 SV=1,EIF3F,37,223,372,39.122,5.45,96,0.992,1.018,0.96,0.674,0.419,0.275,0.198,0.145,0.134,0.108
B3KSQ1,Very-long-chain enoyl-CoA reductase OS=Homo sapiens GN=TECR PE=2 SV=1,TECR,4,8,323,37.443,9.41,4,0.992,1.026,1.218,0.862,0.713,0.488,0.31,0.269,0.214,0.302
B3KTM8,Mortality factor 4-like protein 1 OS=Homo sapiens GN=MORF4L1 PE=2 SV=1,MORF4L1,6,12,348,40.004,9.11,5,0.992,1.086,0.913,0.677,0.383,0.208,0.155,0.124,0.119,0.092
B3KXW5,AP-1 complex subunit gamma-1 OS=Homo sapiens GN=AP1G1 PE=2 SV=1,AP1G1,51,193,845,94.08,7.05,88,0.992,1.006,0.891,0.676,0.4,0.239,0.166,0.12,0.112,0.089
B4DDJ5,Macrophage scavenger receptor types I and II OS=Homo sapiens GN=MSR1 PE=2 SV=1,MSR1,1,1,469,51.693,6.14,1,0.992,0.986,1.163,1.007,1.023,1.048,0.935,0.794,0.409,0.212
B4DDM6,Mitotic checkpoint protein BUB3 OS=Homo sapiens GN=BUB3 PE=2 SV=1,BUB3,12,68,248,28.221,7.11,1,0.992,1.226,1.103,1.037,1.093,0.798,0.615,0.404,0.219,0.142
B4DHE8,RNA-binding protein Musashi homolog 2 OS=Homo sapiens GN=MSI2 PE=2 SV=1,MSI2,9,42,324,34.79,8.88,1,0.992,1.126,0.923,0.797,0.673,0.538,0.385,0.264,0.179,0.102
B4DIS3,"Dpy-30-like protein, isoform CRA_b OS=Homo sapiens GN=LOC84661 PE=2 SV=1",LOC84661,10,47,120,13.857,7.5,13,0.992,0.924,0.958,0.837,0.703,0.612,0.611,0.58,0.458,0.531
B4DJE7,"Medium-chain-specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADM PE=2 SV=1",ACADM,42,225,232,25.647,9,10,0.992,1.057,1.059,1.093,1.048,0.998,0.742,0.473,0.169,0.111
B4DJL6,cDNA FLJ55475 OS=Homo sapiens GN=VWA9 PE=2 SV=1,VWA9,7,14,554,61.306,5.15,6,0.992,0.959,0.723,0.549,0.396,0.258,0.18,0.121,0.099,0.084
B4DLN1,Mitochondrial dicarboxylate carrier OS=Homo sapiens GN=SLC25A10 PE=2 SV=1,SLC25A10,8,61,442,48.069,9.52,29,0.992,0.901,0.933,0.892,0.778,0.578,0.45,0.299,0.249,0.217
B4DN88,"RNA-binding motif, single-stranded-interacting protein 1 OS=Homo sapiens GN=RBMS1 PE=2 SV=1",RBMS1,8,23,419,45.94,8.98,7,0.992,0.956,0.843,0.707,0.523,0.348,0.265,0.204,0.159,0.157
B4DNW0,Aminoacylase-1 OS=Homo sapiens GN=ACY1 PE=2 SV=1,ACY1,31,86,498,55.959,7.03,39,0.992,1.003,0.958,0.935,0.805,0.685,0.568,0.524,0.34,0.396
B4DPX6,Protein-arginine deiminase type-1 OS=Homo sapiens GN=PADI1 PE=2 SV=1,PADI1,1,4,178,20.398,7.8,1,0.992,1.126,1.343,1.307,0.923,0.668,0.415,0.324,0.109,0.072
B4DQL0,Myotubularin-related protein 8 OS=Homo sapiens GN=MTMR8 PE=2 SV=1,MTMR8,1,1,693,77.254,7.34,1,0.992,0.946,0.733,0.627,0.383,0.198,0.145,0.094,0.119,0.062
B4DQU3,"Chromosome 9 open reading frame 3, isoform CRA_c OS=Homo sapiens GN=C9orf3 PE=2 SV=1",C9orf3,1,1,181,21.554,9.99,1,0.992,0.996,0.883,0.877,0.703,0.308,0.425,0.284,0.089,0.072
B4DR52,Histone H2B OS=Homo sapiens GN=HIST2H2BF PE=2 SV=1,HIST2H2BF,31,249,166,18.03,10.32,20,0.992,1,0.824,0.616,0.444,0.289,0.238,0.214,0.187,0.341
B4DR61,Protein transport protein Sec61 subunit alpha isoform 1 OS=Homo sapiens GN=SEC61A1 PE=2 SV=1,SEC61A1,1,2,482,52.915,8.24,1,0.992,0.886,1.453,0.867,0.643,0.548,0.435,0.524,0.239,0.462
B4DRL5,Engulfment and cell motility protein 2 OS=Homo sapiens GN=ELMO2 PE=2 SV=1,ELMO2,10,19,732,83.905,5.88,6,0.992,1.011,0.758,0.687,0.403,0.373,0.21,0.179,0.149,0.112
B4DST5,Tyrosine-protein phosphatase non-receptor type 23 OS=Homo sapiens GN=PTPN23 PE=2 SV=1,PTPN23,39,81,1510,164.464,6.92,8,0.992,0.821,0.878,0.742,0.513,0.163,0.11,0.069,0.054,0.032
B4DT89,Putative membrane-spanning 4-domains subfamily A member 4E OS=Homo sapiens GN=MS4A4E PE=2 SV=1,MS4A4E,1,1,204,23.18,9.25,1,0.992,0.896,0.783,0.667,0.693,0.438,0.335,0.094,0.129,0.082
B4DUC8,S-methyl-5'-thioadenosine phosphorylase OS=Homo sapiens GN=MTAP PE=2 SV=1,MTAP,15,96,300,33.165,7.46,47,0.992,0.886,0.913,0.837,0.803,0.718,0.605,0.404,0.399,0.392
B4DUT8,Calponin-2 OS=Homo sapiens GN=CNN2 PE=2 SV=1,CNN2,42,216,330,35.92,7.3,89,0.992,0.946,0.841,0.658,0.394,0.231,0.163,0.12,0.112,0.084
B4DUV4,GDP-fucose protein O-fucosyltransferase 1 OS=Homo sapiens GN=POFUT1 PE=2 SV=1,POFUT1,6,15,177,19.798,8.18,3,0.992,0.989,1.036,1.02,0.97,0.944,0.649,0.447,0.279,0.305
B4DXD0,Translin-associated factor X-interacting protein 1 OS=Homo sapiens GN=TSNAXIP1 PE=2 SV=1,TSNAXIP1,3,4,712,82.908,5.24,1,0.992,0.806,1.113,0.937,1.033,1.008,0.915,0.824,1.299,0.522
B4DXP9,Alpha-centractin OS=Homo sapiens GN=ACTR1A PE=2 SV=1,ACTR1A,25,174,329,37.457,6.38,3,0.992,1.041,1.118,1.117,0.953,0.703,0.59,0.384,0.199,0.167
B4DZ31,PCNA-interacting partner OS=Homo sapiens GN=PARPBP PE=2 SV=1,PARPBP,1,2,656,73.494,9.06,2,0.992,0.916,0.963,0.867,0.833,0.628,0.375,0.274,0.249,0.202
B4DZH6,Histone deacetylase 6 OS=Homo sapiens GN=HDAC6 PE=2 SV=1,HDAC6,26,66,1229,132.696,5.36,29,0.992,0.977,0.881,0.79,0.578,0.424,0.255,0.165,0.152,0.122
B4E0T2,Peroxisomal targeting signal 1 receptor OS=Homo sapiens GN=PEX5 PE=2 SV=1,PEX5,3,6,660,73.137,4.61,3,0.992,1.319,0.706,0.687,0.483,0.364,0.252,0.157,0.133,0.148
B4E0Y9,Serine/threonine-protein kinase MST4 OS=Homo sapiens GN=MST4 PE=2 SV=1,MST4,39,122,438,49.153,5.68,22,0.992,1.001,0.707,0.472,0.284,0.169,0.141,0.105,0.101,0.085
B4E1Z4,Complement factor B OS=Homo sapiens GN=CFB PE=2 SV=1,CFB,4,6,1266,140.853,7.18,3,0.992,0.969,0.986,0.897,0.71,0.604,0.569,0.314,0.286,0.265
B4E3T4,"HCG2043421, isoform CRA_c OS=Homo sapiens GN=RBPMS PE=2 SV=1",RBPMS,5,10,224,24.982,9.23,4,0.992,0.962,0.831,0.645,0.519,0.385,0.292,0.265,0.252,0.261
B5MBW9,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial OS=Homo sapiens GN=CHCHD10 PE=2 SV=1",CHCHD10,6,36,149,14.922,7.84,17,0.992,1.025,1.023,0.986,0.856,0.729,0.516,0.415,0.312,0.27
B5MBX0,Sororin OS=Homo sapiens GN=CDCA5 PE=4 SV=1,CDCA5,2,4,307,33.713,9.64,2,0.992,1.091,1.023,0.882,0.778,0.613,0.48,0.434,0.309,0.357
B5MBZ0,Echinoderm microtubule-associated protein-like 4 OS=Homo sapiens GN=EML4 PE=2 SV=3,EML4,26,81,992,110.109,6.49,1,0.992,0.836,0.973,0.557,0.353,0.248,0.155,0.074,0.079,0.052
B5MC59,Replication protein A 14 kDa subunit OS=Homo sapiens GN=RPA3 PE=2 SV=1,RPA3,16,84,82,9.165,4.54,27,0.992,0.972,0.814,0.658,0.567,0.564,0.508,0.294,0.123,0.07
B5MC82,D-dopachrome decarboxylase OS=Homo sapiens GN=DDT PE=4 SV=2,DDT,9,19,166,17.707,8.69,12,0.992,0.949,0.981,0.962,0.798,0.785,0.715,0.835,0.509,0.793
B5MCA4,Epithelial cell adhesion molecule OS=Homo sapiens GN=EPCAM PE=2 SV=1,EPCAM,19,75,342,37.869,8.47,36,0.992,0.994,1.281,1.065,1.026,0.949,0.799,0.642,0.388,0.459
B5MCG9,R3H domain-containing protein 2 OS=Homo sapiens GN=R3HDM2 PE=4 SV=2,R3HDM2,1,2,1010,110.571,8.81,1,0.992,0.916,0.853,0.697,0.523,0.388,0.145,0.134,0.089,0.112
B5MCI0,Smoothelin OS=Homo sapiens GN=SMTN PE=4 SV=1,SMTN,5,12,438,47.694,5.92,4,0.992,1.246,0.943,1.017,0.763,0.368,0.36,0.214,0.169,0.082
B5MCU0,R3H domain-containing protein 2 OS=Homo sapiens GN=R3HDM2 PE=2 SV=1,R3HDM2,2,5,990,108.798,8.65,1,0.992,0.796,0.883,0.727,0.653,0.478,0.345,0.284,0.189,0.242
B5MCX3,Septin-2 OS=Homo sapiens GN=SEPT2 PE=3 SV=1,2-Sep,37,218,321,36.917,6.18,102,0.992,0.946,0.983,0.902,0.818,0.713,0.485,0.364,0.254,0.167
B5MDF5,GTP-binding nuclear protein Ran OS=Homo sapiens GN=RAN PE=4 SV=1,RAN,38,736,233,26.207,7.01,364,0.992,0.951,0.964,0.929,0.861,0.74,0.596,0.382,0.158,0.091
B5MDU6,UPF0554 protein C2orf43 OS=Homo sapiens GN=C2orf43 PE=4 SV=1,C2orf43,2,3,370,42.641,6.93,2,0.992,0.911,0.968,0.827,0.748,0.488,0.465,0.399,0.239,0.272
B5ME97,"Septin 10, isoform CRA_c OS=Homo sapiens GN=SEPT10 PE=2 SV=2",10-Sep,38,165,544,62.905,6.83,67,0.992,0.979,0.951,0.947,0.809,0.646,0.361,0.193,0.119,0.078
B7WPA5,Pleckstrin homology domain-containing family B member 2 OS=Homo sapiens GN=PLEKHB2 PE=2 SV=1,PLEKHB2,4,7,309,34.133,9.76,4,0.992,0.811,0.82,0.637,0.476,0.373,0.305,0.249,0.207,0.222
B7WPE2,"Echinoderm microtubule associated protein like 3, isoform CRA_e OS=Homo sapiens GN=EML3 PE=4 SV=1",EML3,42,107,897,95.225,7.12,52,0.992,0.981,0.912,0.802,0.583,0.306,0.176,0.123,0.114,0.081
B7WPL0,Synembryn-B OS=Homo sapiens GN=RIC8B PE=4 SV=1,RIC8B,2,4,560,63.454,5.41,2,0.992,0.976,0.868,0.782,0.688,0.623,0.49,0.369,0.174,0.117
B7Z1P2,F-box only protein 44 OS=Homo sapiens GN=FBXO44 PE=2 SV=1,FBXO44,2,4,256,28.866,8.41,2,0.992,1.006,0.808,0.787,0.523,0.323,0.265,0.244,0.174,0.162
B7Z2A4,Receptor-type tyrosine-protein phosphatase alpha OS=Homo sapiens GN=PTPRA PE=2 SV=1,PTPRA,1,1,813,91.863,6.55,1,0.992,1.006,0.833,0.747,0.563,0.358,0.335,0.274,0.139,0.122
B7Z2R2,Cytochrome b-c1 complex subunit 7 OS=Homo sapiens GN=UQCRB PE=2 SV=1,UQCRB,12,43,161,18.726,8.95,21,0.992,0.891,1.023,0.967,0.908,0.928,1.095,1.599,2.254,2.742
B7Z2R4,Epsilon-sarcoglycan OS=Homo sapiens GN=SGCE PE=2 SV=1,SGCE,3,6,471,53.4,6.73,4,0.992,1.006,1.073,1.037,0.953,0.928,0.715,0.564,0.259,0.202
B7Z4W5,"Cysteine conjugate-beta lyase cytoplasmic (Glutamine transaminase K, kyneurenine aminotransferase), isoform CRA_b OS=Homo sapiens GN=CCBL1 PE=2 SV=1",CCBL1,9,26,516,57.631,7.43,7,0.992,0.94,1.031,1.016,0.977,0.898,0.763,0.609,0.394,0.315
B7Z596,Tropomyosin alpha-1 chain OS=Homo sapiens GN=TPM1 PE=2 SV=1,TPM1,62,520,275,31.733,4.89,46,0.992,0.943,1.01,0.961,0.92,0.78,0.672,0.616,0.494,0.561
B7Z5W1,Junctional adhesion molecule A OS=Homo sapiens GN=F11R PE=2 SV=1,F11R,29,78,303,32.838,8.85,34,0.992,1.033,1.14,1.063,1.205,1.663,2.245,2.741,1.988,1.68
B7Z683,Active breakpoint cluster region-related protein OS=Homo sapiens GN=ABR PE=2 SV=1,ABR,12,26,641,73.47,7.68,10,0.992,0.966,0.663,0.427,0.283,0.178,0.145,0.104,0.119,0.092
B7Z6Z4,Myosin light polypeptide 6 OS=Homo sapiens GN=MYL6 PE=2 SV=1,MYL6,7,125,238,26.69,5.08,35,0.992,0.956,0.913,0.807,0.653,0.418,0.265,0.204,0.179,0.152
B7Z765,Dermatan-sulfate epimerase OS=Homo sapiens GN=DSE PE=2 SV=1,DSE,1,4,977,111.753,7.75,2,0.992,0.956,1.143,0.947,0.943,0.758,0.625,0.494,0.229,0.152
B7Z7F3,Ran-binding protein 3 OS=Homo sapiens GN=RANBP3 PE=2 SV=1,RANBP3,37,183,494,52.863,4.83,5,0.992,0.95,0.951,0.893,0.933,0.938,0.755,0.504,0.271,0.182
B7Z7J1,Serine/threonine-protein kinase 32C OS=Homo sapiens GN=STK32C PE=2 SV=1,STK32C,6,14,499,56.054,6.83,7,0.992,1.027,0.806,0.612,0.42,0.323,0.227,0.177,0.19,0.153
B7Z8B3,Peroxisomal biogenesis factor 19 OS=Homo sapiens GN=PEX19 PE=2 SV=1,PEX19,4,9,186,20.109,5.14,1,0.992,1.006,1.053,0.857,0.803,0.728,0.445,0.424,0.329,0.162
B7Z8R8,Ammonium transporter Rh type B OS=Homo sapiens GN=RHBG PE=2 SV=1,RHBG,1,6,374,39.654,6.95,3,0.992,1.006,0.853,0.727,0.453,0.298,0.255,0.194,0.159,0.142
B7Z8Y8,Protein LOC100130015 OS=Homo sapiens GN=LOC100130015 PE=2 SV=1,LOC100130015,1,3,170,18.632,9.67,2,0.992,1.046,0.993,0.817,0.633,0.558,0.215,0.154,0.109,0.092
B7Z9C2,Nucleosome assembly protein 1-like 1 OS=Homo sapiens GN=NAP1L1 PE=2 SV=1,NAP1L1,41,363,349,40.487,4.58,8,0.992,0.969,1.016,0.928,0.808,0.553,0.395,0.283,0.197,0.21
B7ZAV2,Nuclear pore complex protein Nup214 OS=Homo sapiens GN=NUP214 PE=2 SV=1,NUP214,4,9,916,87.92,6.8,4,0.992,0.976,0.953,0.897,0.723,0.538,0.365,0.274,0.189,0.192
B7ZC32,Kinesin-like protein KLP6 OS=Homo sapiens GN=KLP6 PE=3 SV=2,KLP6,2,2,967,108.185,8.43,1,0.992,0.976,0.873,0.787,0.613,0.468,0.325,0.184,0.189,0.112
B7ZC38,Endophilin-B2 OS=Homo sapiens GN=SH3GLB2 PE=2 SV=1,SH3GLB2,20,51,400,44.334,5.82,20,0.992,1.008,0.761,0.673,0.393,0.276,0.189,0.148,0.129,0.11
B8ZZ34,Putative protein shisa-8 OS=Homo sapiens GN=SHISA8 PE=5 SV=2,SHISA8,2,2,492,51.38,10.83,2,0.992,1.086,0.893,0.892,0.463,0.183,0.105,0.039,0.084,0.037
B8ZZ84,Leucine-rich repeat transmembrane neuronal protein 4 OS=Homo sapiens GN=LRRTM4 PE=4 SV=1,LRRTM4,1,2,591,67.272,8.95,1,0.992,0.916,1.023,0.897,0.663,0.378,0.195,0.104,0.069,0.032
B8ZZ87,Mitotic-spindle organizing protein 2B OS=Homo sapiens GN=MZT2B PE=2 SV=1,MZT2B,8,20,218,22.268,10.15,10,0.992,1.012,0.86,0.787,0.612,0.49,0.38,0.275,0.192,0.199
B8ZZ98,U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein OS=Homo sapiens GN=SNRNP27 PE=2 SV=1,SNRNP27,1,2,158,19.426,11.46,1,0.992,0.946,1.023,0.907,0.753,0.498,0.345,0.244,0.219,0.242
B8ZZC8,Methyltransferase-like protein 5 OS=Homo sapiens GN=METTL5 PE=4 SV=1,METTL5,8,23,244,27.755,8.22,12,0.992,1.051,0.983,0.942,0.908,0.858,0.74,0.674,0.574,0.662
B8ZZD4,Tax1-binding protein 1 OS=Homo sapiens GN=TAX1BP1 PE=4 SV=1,TAX1BP1,9,15,813,93.551,5.44,7,0.992,0.973,0.987,0.828,0.599,0.389,0.283,0.228,0.136,0.102
B8ZZN6,Small ubiquitin-related modifier 1 OS=Homo sapiens GN=SUMO1 PE=2 SV=1,SUMO1,23,118,146,16.634,6.2,61,0.992,0.976,0.903,0.769,0.592,0.456,0.41,0.347,0.24,0.245
B8ZZS0,BET1-like protein OS=Homo sapiens GN=BET1L PE=2 SV=1,BET1L,4,9,152,17.096,8.88,4,0.992,1.02,1.079,0.954,0.939,0.828,0.674,0.462,0.234,0.241
B8ZZV3,Coiled-coil domain-containing protein 148 OS=Homo sapiens GN=CCDC148 PE=2 SV=1,CCDC148,1,1,600,72.362,8.91,1,0.992,1.086,1.033,0.767,0.763,0.588,0.315,0.174,0.119,0.092
B9A035,Cytosolic 5'-nucleotidase 3 OS=Homo sapiens GN=NT5C3 PE=4 SV=1,NT5C3,3,4,205,23.513,7.75,1,0.992,0.976,1.193,1.067,1.043,0.758,0.605,0.474,0.219,0.212
B9A064,Immunoglobulin lambda-like polypeptide 5 OS=Homo sapiens GN=IGLL5 PE=2 SV=2,IGLL5,2,2,214,23.049,8.84,2,0.992,1.021,1.038,0.927,0.823,0.563,0.345,0.194,0.134,0.092
C1IDX9,"ATG12 autophagy related 12 homolog (S. cerevisiae), isoform CRA_b OS=Homo sapiens GN=ATG12 PE=2 SV=1",ATG12,6,20,187,20.619,8.54,10,0.992,0.978,0.856,0.735,0.613,0.48,0.3,0.135,0.128,0.097
C9IZQ1,Translocon-associated protein subunit alpha OS=Homo sapiens GN=SSR1 PE=2 SV=1,SSR1,4,8,298,33.866,4.69,4,0.992,1.054,1.24,0.947,0.916,0.9,0.788,0.774,0.607,0.877
C9J6P4,Zinc finger CCCH-type antiviral protein 1 OS=Homo sapiens GN=ZC3HAV1 PE=4 SV=1,ZC3HAV1,9,22,1024,114.013,8.56,11,0.992,0.996,0.823,0.627,0.443,0.278,0.165,0.104,0.099,0.082
C9J7E5,Transportin-3 OS=Homo sapiens GN=TNPO3 PE=4 SV=1,TNPO3,19,46,957,107.978,5.71,21,0.992,1.101,0.943,0.842,0.558,0.258,0.155,0.119,0.094,0.077
C9J7I0,Uncharacterized protein OS=Homo sapiens PE=2 SV=1,-,2,6,102,11.173,4.26,3,0.992,1.016,1.083,0.827,0.833,0.578,0.405,0.424,0.379,0.302
C9J7I2,UPF0505 protein C16orf62 OS=Homo sapiens GN=C16orf62 PE=2 SV=1,C16orf62,3,5,813,92.968,6.9,2,0.992,0.946,0.793,0.777,0.633,0.388,0.275,0.184,0.189,0.152
C9JA08,60S ribosomal export protein NMD3 OS=Homo sapiens GN=NMD3 PE=4 SV=1,NMD3,37,109,529,60.087,6.62,54,0.992,1.092,0.903,0.842,0.629,0.494,0.345,0.209,0.109,0.093
C9JAK5,ADP-ribosylation factor 4 OS=Homo sapiens GN=ARF4 PE=3 SV=1,ARF4,8,66,153,17.688,6.15,23,0.992,0.946,0.813,0.757,0.583,0.378,0.175,0.114,0.119,0.082
C9JC87,AP-4 complex subunit mu-1 OS=Homo sapiens GN=AP4M1 PE=4 SV=1,AP4M1,1,2,460,50.659,7.64,1,0.992,0.946,0.693,0.597,0.493,0.368,0.285,0.174,0.139,0.132
C9JCC6,Dr1-associated corepressor OS=Homo sapiens GN=DRAP1 PE=2 SV=1,DRAP1,21,89,212,23.19,5.27,29,0.992,1.068,0.934,0.875,0.762,0.691,0.539,0.413,0.268,0.26
C9JEH3,Angio-associated migratory cell protein OS=Homo sapiens GN=AAMP PE=2 SV=1,AAMP,40,142,435,46.792,4.42,67,0.992,0.927,0.929,0.867,0.76,0.65,0.568,0.423,0.189,0.111
C9JEJ2,Choline-phosphate cytidylyltransferase A OS=Homo sapiens GN=PCYT1A PE=4 SV=1,PCYT1A,14,32,380,43.237,8.5,14,0.992,1.05,0.825,0.754,0.577,0.427,0.263,0.164,0.152,0.119
C9JH25,Proline-rich transmembrane protein 4 OS=Homo sapiens GN=PRRT4 PE=2 SV=1,PRRT4,1,1,899,92.654,6.67,1,0.992,1.226,1.203,1.127,1.073,1.178,0.785,0.324,0.629,0.302
C9JIF9,Acylamino-acid-releasing enzyme OS=Homo sapiens GN=APEH PE=4 SV=1,APEH,80,519,737,81.622,5.54,246,0.992,0.975,0.993,0.959,0.902,0.797,0.748,0.673,0.424,0.437
C9JJ19,"28S ribosomal protein S34, mitochondrial OS=Homo sapiens GN=MRPS34 PE=2 SV=2",MRPS34,18,46,225,26.316,9.89,20,0.992,0.993,0.868,0.776,0.544,0.276,0.186,0.117,0.117,0.085
C9JJN9,Vacuolar protein sorting-associated protein 8 homolog OS=Homo sapiens GN=VPS8 PE=4 SV=1,VPS8,15,29,1428,161.698,5.67,15,0.992,0.916,0.776,0.527,0.378,0.239,0.185,0.139,0.133,0.11
C9JME2,"FERM, RhoGEF and pleckstrin domain-containing protein 1 OS=Homo sapiens GN=FARP1 PE=4 SV=2",FARP1,11,19,1076,122.019,8.48,7,0.992,0.946,0.893,0.702,0.553,0.288,0.25,0.209,0.154,0.162
C9JMV9,Protein ABHD14A-ACY1 OS=Homo sapiens GN=ABHD14A-ACY1 PE=4 SV=1,ABHD14A,6,12,509,56.4,6.39,6,0.992,0.836,0.903,0.867,0.813,0.728,0.605,0.554,0.439,0.442
C9JNU9,Ubiquitin carboxyl-terminal hydrolase 4 OS=Homo sapiens GN=USP4 PE=4 SV=1,USP4,17,33,363,41.792,5.55,17,0.992,0.915,0.552,0.37,0.318,0.255,0.181,0.141,0.125,0.124
C9JNZ5,Biorientation of chromosomes in cell division protein 1 OS=Homo sapiens GN=BOD1 PE=2 SV=1,BOD1,2,4,85,8.013,4.64,1,0.992,0.866,0.833,0.837,0.683,0.548,0.545,0.454,0.249,0.282
C9JRZ6,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 3, mitochondrial OS=Homo sapiens GN=CHCHD3 PE=4 SV=1",CHCHD3,19,47,232,26.678,8.47,24,0.992,1.053,1.226,1.32,1.6,1.944,1.839,1.534,0.969,1.402
C9JVE2,"DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae), isoform CRA_a OS=Homo sapiens GN=DCUN1D1 PE=4 SV=1",DCUN1D1,13,38,244,28.287,4.98,2,0.992,0.896,0.943,0.962,0.933,0.393,0.26,0.144,0.139,0.082
C9JXA7,Ragulator complex protein LAMTOR4 OS=Homo sapiens GN=LAMTOR4 PE=2 SV=1,LAMTOR4,4,7,137,14.282,7.36,3,0.992,1.036,0.926,0.79,0.69,0.594,0.512,0.367,0.233,0.178
C9JYJ0,DNA repair protein RAD51 homolog 2 OS=Homo sapiens GN=RAD51B PE=4 SV=1,RAD51B,1,2,425,46.516,6.77,1,0.992,1.276,0.943,0.887,0.823,0.688,0.475,0.384,0.339,0.242
D3DX46,MAGUK p55 subfamily member 3 OS=Homo sapiens GN=MPP3 PE=4 SV=1,MPP3,1,4,610,68.846,6.81,4,0.992,0.996,0.903,0.917,0.753,0.658,0.485,0.464,0.419,0.462
